kecamatan,wilayah_kota,target_perkecamatan,target_harian_perkecamatan,date,Cakupan Suntik 1,Keterangan,Cakupan Suntik 2
Kebayoran Lama,Jakarta Selatan,266485,3018,12 September 2021,179,Tidak Tercapai,192
Jatinegara,Jakarta Timur,262190,3010,12 September 2021,6,Tidak Tercapai,8
Kramat Jati,Jakarta Timur,252661,2939,12 September 2021,30,Tidak Tercapai,1240
Pasar Minggu,Jakarta Selatan,266638,2937,12 September 2021,54,Tidak Tercapai,893
Penjaringan,Jakarta Utara,259380,2860,12 September 2021,228,Tidak Tercapai,524
Ciracas,Jakarta Timur,252861,2800,12 September 2021,17,Tidak Tercapai,17
Pulo Gadung,Jakarta Timur,250436,2779,12 September 2021,14,Tidak Tercapai,6
Kembangan,Jakarta Barat,243825,2686,12 September 2021,324,Tidak Tercapai,523
Cipayung,Jakarta Timur,232520,2658,12 September 2021,846,Tidak Tercapai,711
Tambora,Jakarta Barat,221310,2565,12 September 2021,14,Tidak Tercapai,148
Pesanggrahan,Jakarta Selatan,212090,2378,12 September 2021,267,Tidak Tercapai,1059
Kemayoran,Jakarta Pusat,206657,2364,12 September 2021,11,Tidak Tercapai,126
Tebet,Jakarta Selatan,196217,2177,12 September 2021,0,Tidak Tercapai,2
Grogol Petamburan,Jakarta Barat,196274,2095,12 September 2021,39,Tidak Tercapai,1289
Palmerah,Jakarta Barat,186632,2077,12 September 2021,2,Tidak Tercapai,5
Pasar Rebo,Jakarta Timur,187522,2071,12 September 2021,590,Tidak Tercapai,1023
Cilandak,Jakarta Selatan,184665,2047,12 September 2021,229,Tidak Tercapai,1034
Makasar,Jakarta Timur,178873,1927,12 September 2021,68,Tidak Tercapai,497
Matraman,Jakarta Timur,154999,1745,12 September 2021,526,Tidak Tercapai,763
Tanah Abang,Jakarta Pusat,142258,1647,12 September 2021,195,Tidak Tercapai,129
Pancoran,Jakarta Selatan,142268,1612,12 September 2021,17,Tidak Tercapai,8
Pademangan,Jakarta Utara,135923,1492,12 September 2021,9,Tidak Tercapai,1
Mampang Prapatan,Jakarta Selatan,128433,1483,12 September 2021,22,Tidak Tercapai,389
Kebayoran Baru,Jakarta Selatan,129072,1342,12 September 2021,1275,Tidak Tercapai,2205
Taman Sari,Jakarta Barat,107037,1149,12 September 2021,8,Tidak Tercapai,162
Sawah Besar,Jakarta Pusat,102381,1120,12 September 2021,4,Tidak Tercapai,5
Kelapa Gading,Jakarta Utara,119285,1114,12 September 2021,148,Tidak Tercapai,63
Johar Baru,Jakarta Pusat,114661,1102,12 September 2021,388,Tidak Tercapai,1799
Senen,Jakarta Pusat,104180,1099,12 September 2021,24,Tidak Tercapai,39
Setia Budi,Jakarta Selatan,96032,1019,12 September 2021,68,Tidak Tercapai,200
Cempaka Putih,Jakarta Pusat,82144,893,12 September 2021,18,Tidak Tercapai,70
Gambir,Jakarta Pusat,79504,879,12 September 2021,19,Tidak Tercapai,24
Menteng,Jakarta Pusat,73752,770,12 September 2021,244,Tidak Tercapai,1383
Kep. Seribu Utara,Kepulauan Seribu,13038,122,12 September 2021,0,Tidak Tercapai,0
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,12 September 2021,0,Tidak Tercapai,39
Cakung,Jakarta Timur,451298,5333,13 September 2021,924,Tidak Tercapai,3663
Cengkareng,Jakarta Barat,456111,5041,13 September 2021,971,Tidak Tercapai,3550
Kali Deres,Jakarta Barat,356818,4295,13 September 2021,574,Tidak Tercapai,3303
Cilincing,Jakarta Utara,340707,4073,13 September 2021,900,Tidak Tercapai,3138
Duren Sawit,Jakarta Timur,358527,4006,13 September 2021,889,Tidak Tercapai,2512
Tanjung Priok,Jakarta Utara,333750,3728,13 September 2021,859,Tidak Tercapai,5417
Jagakarsa,Jakarta Selatan,291101,3291,13 September 2021,671,Tidak Tercapai,1893
Kebon Jeruk,Jakarta Barat,290818,3285,13 September 2021,152,Tidak Tercapai,3604
Koja,Jakarta Utara,270619,3253,13 September 2021,887,Tidak Tercapai,2926
Kebayoran Lama,Jakarta Selatan,266485,3018,13 September 2021,1059,Tidak Tercapai,2329
Jatinegara,Jakarta Timur,262190,3010,13 September 2021,868,Tidak Tercapai,2922
Kramat Jati,Jakarta Timur,252661,2939,13 September 2021,657,Tidak Tercapai,2029
Pasar Minggu,Jakarta Selatan,266638,2937,13 September 2021,587,Tidak Tercapai,1800
Penjaringan,Jakarta Utara,259380,2860,13 September 2021,861,Tidak Tercapai,4370
Ciracas,Jakarta Timur,252861,2800,13 September 2021,534,Tidak Tercapai,2189
Pulo Gadung,Jakarta Timur,250436,2779,13 September 2021,427,Tidak Tercapai,1424
Kembangan,Jakarta Barat,243825,2686,13 September 2021,1019,Tidak Tercapai,1736
Cipayung,Jakarta Timur,232520,2658,13 September 2021,1276,Tidak Tercapai,2595
Tambora,Jakarta Barat,221310,2565,13 September 2021,339,Tidak Tercapai,2282
Pesanggrahan,Jakarta Selatan,212090,2378,13 September 2021,387,Tidak Tercapai,2580
Kemayoran,Jakarta Pusat,206657,2364,13 September 2021,608,Tidak Tercapai,4552
Tebet,Jakarta Selatan,196217,2177,13 September 2021,132,Tidak Tercapai,1962
Grogol Petamburan,Jakarta Barat,196274,2095,13 September 2021,361,Tidak Tercapai,3613
Palmerah,Jakarta Barat,186632,2077,13 September 2021,784,Tidak Tercapai,2414
Pasar Rebo,Jakarta Timur,187522,2071,13 September 2021,942,Tidak Tercapai,2219
Cilandak,Jakarta Selatan,184665,2047,13 September 2021,1028,Tidak Tercapai,2429
Makasar,Jakarta Timur,178873,1927,13 September 2021,225,Tidak Tercapai,1372
Matraman,Jakarta Timur,154999,1745,13 September 2021,621,Tidak Tercapai,1767
Tanah Abang,Jakarta Pusat,142258,1647,13 September 2021,448,Tidak Tercapai,1736
Pancoran,Jakarta Selatan,142268,1612,13 September 2021,633,Tidak Tercapai,1476
Pademangan,Jakarta Utara,135923,1492,13 September 2021,448,Tidak Tercapai,2012
Mampang Prapatan,Jakarta Selatan,128433,1483,13 September 2021,146,Tidak Tercapai,797
Kebayoran Baru,Jakarta Selatan,129072,1342,13 September 2021,2198,Tercapai,5348
Taman Sari,Jakarta Barat,107037,1149,13 September 2021,144,Tidak Tercapai,1213
Sawah Besar,Jakarta Pusat,102381,1120,13 September 2021,419,Tidak Tercapai,1598
Kelapa Gading,Jakarta Utara,119285,1114,13 September 2021,508,Tidak Tercapai,3724
Johar Baru,Jakarta Pusat,114661,1102,13 September 2021,712,Tidak Tercapai,2429
Senen,Jakarta Pusat,104180,1099,13 September 2021,956,Tidak Tercapai,2824
Setia Budi,Jakarta Selatan,96032,1019,13 September 2021,274,Tidak Tercapai,1664
Cempaka Putih,Jakarta Pusat,82144,893,13 September 2021,314,Tidak Tercapai,1257
Gambir,Jakarta Pusat,79504,879,13 September 2021,397,Tidak Tercapai,1770
Menteng,Jakarta Pusat,73752,770,13 September 2021,321,Tidak Tercapai,2168
Kep. Seribu Utara,Kepulauan Seribu,13038,122,13 September 2021,63,Tidak Tercapai,54
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,13 September 2021,5,Tidak Tercapai,187
Cakung,Jakarta Timur,451298,5333,14 September 2021,821,Tidak Tercapai,2341
Cengkareng,Jakarta Barat,456111,5041,14 September 2021,608,Tidak Tercapai,1950
Kali Deres,Jakarta Barat,356818,4295,14 September 2021,462,Tidak Tercapai,3273
Cilincing,Jakarta Utara,340707,4073,14 September 2021,531,Tidak Tercapai,3453
Duren Sawit,Jakarta Timur,358527,4006,14 September 2021,785,Tidak Tercapai,2730
Tanjung Priok,Jakarta Utara,333750,3728,14 September 2021,591,Tidak Tercapai,3392
Jagakarsa,Jakarta Selatan,291101,3291,14 September 2021,434,Tidak Tercapai,868
Kebon Jeruk,Jakarta Barat,290818,3285,14 September 2021,116,Tidak Tercapai,3630
Koja,Jakarta Utara,270619,3253,14 September 2021,475,Tidak Tercapai,2008
Kebayoran Lama,Jakarta Selatan,266485,3018,14 September 2021,261,Tidak Tercapai,2363
Jatinegara,Jakarta Timur,262190,3010,14 September 2021,479,Tidak Tercapai,2416
Kramat Jati,Jakarta Timur,252661,2939,14 September 2021,627,Tidak Tercapai,2417
Pasar Minggu,Jakarta Selatan,266638,2937,14 September 2021,284,Tidak Tercapai,1110
Penjaringan,Jakarta Utara,259380,2860,14 September 2021,571,Tidak Tercapai,4245
Ciracas,Jakarta Timur,252861,2800,14 September 2021,411,Tidak Tercapai,1466
Pulo Gadung,Jakarta Timur,250436,2779,14 September 2021,328,Tidak Tercapai,1453
Kembangan,Jakarta Barat,243825,2686,14 September 2021,464,Tidak Tercapai,2075
Cipayung,Jakarta Timur,232520,2658,14 September 2021,1155,Tidak Tercapai,1754
Tambora,Jakarta Barat,221310,2565,14 September 2021,287,Tidak Tercapai,1609
Pesanggrahan,Jakarta Selatan,212090,2378,14 September 2021,267,Tidak Tercapai,3064
Kemayoran,Jakarta Pusat,206657,2364,14 September 2021,409,Tidak Tercapai,3731
Tebet,Jakarta Selatan,196217,2177,14 September 2021,242,Tidak Tercapai,1467
Grogol Petamburan,Jakarta Barat,196274,2095,14 September 2021,122,Tidak Tercapai,3547
Palmerah,Jakarta Barat,186632,2077,14 September 2021,299,Tidak Tercapai,1715
Pasar Rebo,Jakarta Timur,187522,2071,14 September 2021,456,Tidak Tercapai,1008
Cilandak,Jakarta Selatan,184665,2047,14 September 2021,705,Tidak Tercapai,2356
Makasar,Jakarta Timur,178873,1927,14 September 2021,202,Tidak Tercapai,1105
Matraman,Jakarta Timur,154999,1745,14 September 2021,509,Tidak Tercapai,1215
Tanah Abang,Jakarta Pusat,142258,1647,14 September 2021,507,Tidak Tercapai,2088
Pancoran,Jakarta Selatan,142268,1612,14 September 2021,823,Tidak Tercapai,943
Pademangan,Jakarta Utara,135923,1492,14 September 2021,183,Tidak Tercapai,1626
Mampang Prapatan,Jakarta Selatan,128433,1483,14 September 2021,69,Tidak Tercapai,259
Kebayoran Baru,Jakarta Selatan,129072,1342,14 September 2021,1187,Tidak Tercapai,4681
Taman Sari,Jakarta Barat,107037,1149,14 September 2021,191,Tidak Tercapai,1380
Sawah Besar,Jakarta Pusat,102381,1120,14 September 2021,294,Tidak Tercapai,1979
Kelapa Gading,Jakarta Utara,119285,1114,14 September 2021,380,Tidak Tercapai,3349
Johar Baru,Jakarta Pusat,114661,1102,14 September 2021,409,Tidak Tercapai,2083
Senen,Jakarta Pusat,104180,1099,14 September 2021,327,Tidak Tercapai,1492
Setia Budi,Jakarta Selatan,96032,1019,14 September 2021,215,Tidak Tercapai,1679
Cempaka Putih,Jakarta Pusat,82144,893,14 September 2021,197,Tidak Tercapai,667
Gambir,Jakarta Pusat,79504,879,14 September 2021,307,Tidak Tercapai,1520
Menteng,Jakarta Pusat,73752,770,14 September 2021,130,Tidak Tercapai,1596
Kep. Seribu Utara,Kepulauan Seribu,13038,122,14 September 2021,21,Tidak Tercapai,84
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,14 September 2021,11,Tidak Tercapai,151
Cakung,Jakarta Timur,451298,5333,15 September 2021,1224,Tidak Tercapai,2543
Cengkareng,Jakarta Barat,456111,5041,15 September 2021,697,Tidak Tercapai,3359
Kali Deres,Jakarta Barat,356818,4295,15 September 2021,639,Tidak Tercapai,3223
Cilincing,Jakarta Utara,340707,4073,15 September 2021,1035,Tidak Tercapai,3198
Duren Sawit,Jakarta Timur,358527,4006,15 September 2021,999,Tidak Tercapai,3729
Tanjung Priok,Jakarta Utara,333750,3728,15 September 2021,647,Tidak Tercapai,814
Jagakarsa,Jakarta Selatan,291101,3291,15 September 2021,402,Tidak Tercapai,3771
Kebon Jeruk,Jakarta Barat,290818,3285,15 September 2021,463,Tidak Tercapai,2425
Koja,Jakarta Utara,270619,3253,15 September 2021,500,Tidak Tercapai,1963
Kebayoran Lama,Jakarta Selatan,266485,3018,15 September 2021,570,Tidak Tercapai,2469
Jatinegara,Jakarta Timur,262190,3010,15 September 2021,766,Tidak Tercapai,2545
Kramat Jati,Jakarta Timur,252661,2939,15 September 2021,390,Tidak Tercapai,1704
Pasar Minggu,Jakarta Selatan,266638,2937,15 September 2021,670,Tidak Tercapai,5311
Penjaringan,Jakarta Utara,259380,2860,15 September 2021,550,Tidak Tercapai,2098
Ciracas,Jakarta Timur,252861,2800,15 September 2021,483,Tidak Tercapai,1360
Pulo Gadung,Jakarta Timur,250436,2779,15 September 2021,537,Tidak Tercapai,2545
Kembangan,Jakarta Barat,243825,2686,15 September 2021,1197,Tidak Tercapai,3582
Cipayung,Jakarta Timur,232520,2658,15 September 2021,812,Tidak Tercapai,2497
Tambora,Jakarta Barat,221310,2565,15 September 2021,510,Tidak Tercapai,1884
Pesanggrahan,Jakarta Selatan,212090,2378,15 September 2021,495,Tidak Tercapai,3075
Kemayoran,Jakarta Pusat,206657,2364,15 September 2021,267,Tidak Tercapai,1370
Tebet,Jakarta Selatan,196217,2177,15 September 2021,415,Tidak Tercapai,2119
Grogol Petamburan,Jakarta Barat,196274,2095,15 September 2021,453,Tidak Tercapai,2081
Palmerah,Jakarta Barat,186632,2077,15 September 2021,680,Tidak Tercapai,1172
Pasar Rebo,Jakarta Timur,187522,2071,15 September 2021,740,Tidak Tercapai,2529
Cilandak,Jakarta Selatan,184665,2047,15 September 2021,360,Tidak Tercapai,1862
Makasar,Jakarta Timur,178873,1927,15 September 2021,797,Tidak Tercapai,2487
Matraman,Jakarta Timur,154999,1745,15 September 2021,659,Tidak Tercapai,2414
Tanah Abang,Jakarta Pusat,142258,1647,15 September 2021,711,Tidak Tercapai,1675
Pancoran,Jakarta Selatan,142268,1612,15 September 2021,354,Tidak Tercapai,2308
Pademangan,Jakarta Utara,135923,1492,15 September 2021,183,Tidak Tercapai,358
Mampang Prapatan,Jakarta Selatan,128433,1483,15 September 2021,1721,Tercapai,3707
Kebayoran Baru,Jakarta Selatan,129072,1342,15 September 2021,278,Tidak Tercapai,939
Taman Sari,Jakarta Barat,107037,1149,15 September 2021,388,Tidak Tercapai,1972
Sawah Besar,Jakarta Pusat,102381,1120,15 September 2021,387,Tidak Tercapai,3725
Kelapa Gading,Jakarta Utara,119285,1114,15 September 2021,484,Tidak Tercapai,2505
Johar Baru,Jakarta Pusat,114661,1102,15 September 2021,773,Tidak Tercapai,2377
Senen,Jakarta Pusat,104180,1099,15 September 2021,241,Tidak Tercapai,1599
Setia Budi,Jakarta Selatan,96032,1019,15 September 2021,296,Tidak Tercapai,843
Cempaka Putih,Jakarta Pusat,82144,893,15 September 2021,366,Tidak Tercapai,2392
Gambir,Jakarta Pusat,79504,879,15 September 2021,274,Tidak Tercapai,2490
Menteng,Jakarta Pusat,73752,770,15 September 2021,11,Tidak Tercapai,75
Kep. Seribu Utara,Kepulauan Seribu,13038,122,15 September 2021,17,Tidak Tercapai,278
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,16 September 2021,665,Tidak Tercapai,744
Cakung,Jakarta Timur,451298,5333,16 September 2021,1119,Tidak Tercapai,630
Cengkareng,Jakarta Barat,456111,5041,16 September 2021,570,Tidak Tercapai,1796
Kali Deres,Jakarta Barat,356818,4295,16 September 2021,381,Tidak Tercapai,1134
Cilincing,Jakarta Utara,340707,4073,16 September 2021,472,Tidak Tercapai,572
Duren Sawit,Jakarta Timur,358527,4006,16 September 2021,903,Tidak Tercapai,1639
Tanjung Priok,Jakarta Utara,333750,3728,16 September 2021,182,Tidak Tercapai,333
Jagakarsa,Jakarta Selatan,291101,3291,16 September 2021,384,Tidak Tercapai,1735
Kebon Jeruk,Jakarta Barat,290818,3285,16 September 2021,491,Tidak Tercapai,435
Koja,Jakarta Utara,270619,3253,16 September 2021,141,Tidak Tercapai,666
Kebayoran Lama,Jakarta Selatan,266485,3018,16 September 2021,320,Tidak Tercapai,830
Jatinegara,Jakarta Timur,262190,3010,16 September 2021,527,Tidak Tercapai,514
Kramat Jati,Jakarta Timur,252661,2939,16 September 2021,235,Tidak Tercapai,532
Pasar Minggu,Jakarta Selatan,266638,2937,16 September 2021,216,Tidak Tercapai,1456
Penjaringan,Jakarta Utara,259380,2860,16 September 2021,96,Tidak Tercapai,248
Ciracas,Jakarta Timur,252861,2800,16 September 2021,335,Tidak Tercapai,525
Pulo Gadung,Jakarta Timur,250436,2779,16 September 2021,295,Tidak Tercapai,682
Kembangan,Jakarta Barat,243825,2686,16 September 2021,1053,Tidak Tercapai,1323
Cipayung,Jakarta Timur,232520,2658,16 September 2021,106,Tidak Tercapai,688
Tambora,Jakarta Barat,221310,2565,16 September 2021,676,Tidak Tercapai,1715
Pesanggrahan,Jakarta Selatan,212090,2378,16 September 2021,228,Tidak Tercapai,304
Kemayoran,Jakarta Pusat,206657,2364,16 September 2021,211,Tidak Tercapai,388
Tebet,Jakarta Selatan,196217,2177,16 September 2021,171,Tidak Tercapai,672
Grogol Petamburan,Jakarta Barat,196274,2095,16 September 2021,354,Tidak Tercapai,637
Palmerah,Jakarta Barat,186632,2077,16 September 2021,418,Tidak Tercapai,753
Pasar Rebo,Jakarta Timur,187522,2071,16 September 2021,424,Tidak Tercapai,674
Cilandak,Jakarta Selatan,184665,2047,16 September 2021,263,Tidak Tercapai,394
Makasar,Jakarta Timur,178873,1927,16 September 2021,581,Tidak Tercapai,1461
Matraman,Jakarta Timur,154999,1745,16 September 2021,402,Tidak Tercapai,1051
Tanah Abang,Jakarta Pusat,142258,1647,16 September 2021,665,Tidak Tercapai,1462
Pancoran,Jakarta Selatan,142268,1612,16 September 2021,155,Tidak Tercapai,615
Pademangan,Jakarta Utara,135923,1492,16 September 2021,75,Tidak Tercapai,111
Mampang Prapatan,Jakarta Selatan,128433,1483,16 September 2021,1053,Tidak Tercapai,1907
Kebayoran Baru,Jakarta Selatan,129072,1342,16 September 2021,191,Tidak Tercapai,202
Taman Sari,Jakarta Barat,107037,1149,16 September 2021,346,Tidak Tercapai,775
Sawah Besar,Jakarta Pusat,102381,1120,16 September 2021,225,Tidak Tercapai,786
Kelapa Gading,Jakarta Utara,119285,1114,16 September 2021,283,Tidak Tercapai,595
Johar Baru,Jakarta Pusat,114661,1102,16 September 2021,325,Tidak Tercapai,364
Senen,Jakarta Pusat,104180,1099,16 September 2021,210,Tidak Tercapai,398
Setia Budi,Jakarta Selatan,96032,1019,16 September 2021,214,Tidak Tercapai,365
Cempaka Putih,Jakarta Pusat,82144,893,16 September 2021,334,Tidak Tercapai,838
Gambir,Jakarta Pusat,79504,879,16 September 2021,242,Tidak Tercapai,390
Menteng,Jakarta Pusat,73752,770,16 September 2021,4,Tidak Tercapai,11
Kep. Seribu Utara,Kepulauan Seribu,13038,122,16 September 2021,9,Tidak Tercapai,49
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,17 September 2021,725,Tidak Tercapai,2593
Cakung,Jakarta Timur,451298,5333,17 September 2021,1324,Tidak Tercapai,2642
Cengkareng,Jakarta Barat,456111,5041,17 September 2021,845,Tidak Tercapai,1876
Kali Deres,Jakarta Barat,356818,4295,17 September 2021,1221,Tidak Tercapai,4177
Cilincing,Jakarta Utara,340707,4073,17 September 2021,1043,Tidak Tercapai,2361
Duren Sawit,Jakarta Timur,358527,4006,17 September 2021,1121,Tidak Tercapai,4681
Tanjung Priok,Jakarta Utara,333750,3728,17 September 2021,713,Tidak Tercapai,714
Jagakarsa,Jakarta Selatan,291101,3291,17 September 2021,338,Tidak Tercapai,3819
Kebon Jeruk,Jakarta Barat,290818,3285,17 September 2021,918,Tidak Tercapai,3150
Koja,Jakarta Utara,270619,3253,17 September 2021,643,Tidak Tercapai,2424
Kebayoran Lama,Jakarta Selatan,266485,3018,17 September 2021,619,Tidak Tercapai,2661
Jatinegara,Jakarta Timur,262190,3010,17 September 2021,1015,Tidak Tercapai,2024
Kramat Jati,Jakarta Timur,252661,2939,17 September 2021,324,Tidak Tercapai,1705
Pasar Minggu,Jakarta Selatan,266638,2937,17 September 2021,788,Tidak Tercapai,5799
Penjaringan,Jakarta Utara,259380,2860,17 September 2021,715,Tidak Tercapai,1812
Ciracas,Jakarta Timur,252861,2800,17 September 2021,371,Tidak Tercapai,1855
Pulo Gadung,Jakarta Timur,250436,2779,17 September 2021,749,Tidak Tercapai,2191
Kembangan,Jakarta Barat,243825,2686,17 September 2021,1473,Tidak Tercapai,2486
Cipayung,Jakarta Timur,232520,2658,17 September 2021,549,Tidak Tercapai,2124
Tambora,Jakarta Barat,221310,2565,17 September 2021,668,Tidak Tercapai,1374
Pesanggrahan,Jakarta Selatan,212090,2378,17 September 2021,792,Tidak Tercapai,2761
Kemayoran,Jakarta Pusat,206657,2364,17 September 2021,552,Tidak Tercapai,2340
Tebet,Jakarta Selatan,196217,2177,17 September 2021,363,Tidak Tercapai,1401
Grogol Petamburan,Jakarta Barat,196274,2095,17 September 2021,599,Tidak Tercapai,2251
Palmerah,Jakarta Barat,186632,2077,17 September 2021,817,Tidak Tercapai,1309
Pasar Rebo,Jakarta Timur,187522,2071,17 September 2021,1385,Tidak Tercapai,4415
Cilandak,Jakarta Selatan,184665,2047,17 September 2021,563,Tidak Tercapai,1492
Makasar,Jakarta Timur,178873,1927,17 September 2021,853,Tidak Tercapai,1903
Matraman,Jakarta Timur,154999,1745,17 September 2021,431,Tidak Tercapai,2434
Tanah Abang,Jakarta Pusat,142258,1647,17 September 2021,728,Tidak Tercapai,1920
Pancoran,Jakarta Selatan,142268,1612,17 September 2021,541,Tidak Tercapai,4144
Pademangan,Jakarta Utara,135923,1492,17 September 2021,224,Tidak Tercapai,237
Mampang Prapatan,Jakarta Selatan,128433,1483,17 September 2021,2257,Tercapai,2409
Kebayoran Baru,Jakarta Selatan,129072,1342,17 September 2021,127,Tidak Tercapai,907
Taman Sari,Jakarta Barat,107037,1149,17 September 2021,364,Tidak Tercapai,1071
Sawah Besar,Jakarta Pusat,102381,1120,17 September 2021,867,Tidak Tercapai,5002
Kelapa Gading,Jakarta Utara,119285,1114,17 September 2021,375,Tidak Tercapai,1618
Johar Baru,Jakarta Pusat,114661,1102,17 September 2021,790,Tidak Tercapai,1453
Senen,Jakarta Pusat,104180,1099,17 September 2021,344,Tidak Tercapai,1026
Setia Budi,Jakarta Selatan,96032,1019,17 September 2021,294,Tidak Tercapai,1081
Cempaka Putih,Jakarta Pusat,82144,893,17 September 2021,324,Tidak Tercapai,2006
Gambir,Jakarta Pusat,79504,879,17 September 2021,620,Tidak Tercapai,2184
Menteng,Jakarta Pusat,73752,770,17 September 2021,20,Tidak Tercapai,216
Kep. Seribu Utara,Kepulauan Seribu,13038,122,17 September 2021,30,Tidak Tercapai,192
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,18 September 2021,98,Tidak Tercapai,478
Cakung,Jakarta Timur,451298,5333,18 September 2021,168,Tidak Tercapai,1136
Cengkareng,Jakarta Barat,456111,5041,18 September 2021,85,Tidak Tercapai,395
Kali Deres,Jakarta Barat,356818,4295,18 September 2021,152,Tidak Tercapai,1096
Cilincing,Jakarta Utara,340707,4073,18 September 2021,231,Tidak Tercapai,1107
Duren Sawit,Jakarta Timur,358527,4006,18 September 2021,787,Tidak Tercapai,2098
Tanjung Priok,Jakarta Utara,333750,3728,18 September 2021,7,Tidak Tercapai,245
Jagakarsa,Jakarta Selatan,291101,3291,18 September 2021,129,Tidak Tercapai,1749
Kebon Jeruk,Jakarta Barat,290818,3285,18 September 2021,147,Tidak Tercapai,501
Koja,Jakarta Utara,270619,3253,18 September 2021,757,Tidak Tercapai,1115
Kebayoran Lama,Jakarta Selatan,266485,3018,18 September 2021,135,Tidak Tercapai,712
Jatinegara,Jakarta Timur,262190,3010,18 September 2021,53,Tidak Tercapai,917
Kramat Jati,Jakarta Timur,252661,2939,18 September 2021,132,Tidak Tercapai,474
Pasar Minggu,Jakarta Selatan,266638,2937,18 September 2021,92,Tidak Tercapai,1122
Penjaringan,Jakarta Utara,259380,2860,18 September 2021,94,Tidak Tercapai,1441
Ciracas,Jakarta Timur,252861,2800,18 September 2021,62,Tidak Tercapai,775
Pulo Gadung,Jakarta Timur,250436,2779,18 September 2021,37,Tidak Tercapai,1033
Kembangan,Jakarta Barat,243825,2686,18 September 2021,1126,Tidak Tercapai,1016
Cipayung,Jakarta Timur,232520,2658,18 September 2021,289,Tidak Tercapai,1308
Tambora,Jakarta Barat,221310,2565,18 September 2021,648,Tidak Tercapai,645
Pesanggrahan,Jakarta Selatan,212090,2378,18 September 2021,314,Tidak Tercapai,3661
Kemayoran,Jakarta Pusat,206657,2364,18 September 2021,13,Tidak Tercapai,570
Tebet,Jakarta Selatan,196217,2177,18 September 2021,21,Tidak Tercapai,711
Grogol Petamburan,Jakarta Barat,196274,2095,18 September 2021,168,Tidak Tercapai,1083
Palmerah,Jakarta Barat,186632,2077,18 September 2021,622,Tidak Tercapai,544
Pasar Rebo,Jakarta Timur,187522,2071,18 September 2021,857,Tidak Tercapai,2658
Cilandak,Jakarta Selatan,184665,2047,18 September 2021,241,Tidak Tercapai,605
Makasar,Jakarta Timur,178873,1927,18 September 2021,431,Tidak Tercapai,832
Matraman,Jakarta Timur,154999,1745,18 September 2021,115,Tidak Tercapai,2054
Tanah Abang,Jakarta Pusat,142258,1647,18 September 2021,12,Tidak Tercapai,182
Pancoran,Jakarta Selatan,142268,1612,18 September 2021,276,Tidak Tercapai,1581
Pademangan,Jakarta Utara,135923,1492,18 September 2021,92,Tidak Tercapai,146
Mampang Prapatan,Jakarta Selatan,128433,1483,18 September 2021,1418,Tercapai,2684
Kebayoran Baru,Jakarta Selatan,129072,1342,18 September 2021,28,Tidak Tercapai,291
Taman Sari,Jakarta Barat,107037,1149,18 September 2021,134,Tidak Tercapai,998
Sawah Besar,Jakarta Pusat,102381,1120,18 September 2021,119,Tidak Tercapai,2081
Kelapa Gading,Jakarta Utara,119285,1114,18 September 2021,313,Tidak Tercapai,955
Johar Baru,Jakarta Pusat,114661,1102,18 September 2021,74,Tidak Tercapai,764
Senen,Jakarta Pusat,104180,1099,18 September 2021,20,Tidak Tercapai,309
Setia Budi,Jakarta Selatan,96032,1019,18 September 2021,136,Tidak Tercapai,251
Cempaka Putih,Jakarta Pusat,82144,893,18 September 2021,79,Tidak Tercapai,1343
Gambir,Jakarta Pusat,79504,879,18 September 2021,143,Tidak Tercapai,2412
Menteng,Jakarta Pusat,73752,770,18 September 2021,0,Tidak Tercapai,40
Kep. Seribu Utara,Kepulauan Seribu,13038,122,18 September 2021,4,Tidak Tercapai,110
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,19 September 2021,92,Tidak Tercapai,4
Cakung,Jakarta Timur,451298,5333,19 September 2021,243,Tidak Tercapai,313
Cengkareng,Jakarta Barat,456111,5041,19 September 2021,30,Tidak Tercapai,324
Kali Deres,Jakarta Barat,356818,4295,19 September 2021,9,Tidak Tercapai,15
Cilincing,Jakarta Utara,340707,4073,19 September 2021,0,Tidak Tercapai,2
Duren Sawit,Jakarta Timur,358527,4006,19 September 2021,798,Tidak Tercapai,631
Tanjung Priok,Jakarta Utara,333750,3728,19 September 2021,29,Tidak Tercapai,150
Jagakarsa,Jakarta Selatan,291101,3291,19 September 2021,114,Tidak Tercapai,185
Kebon Jeruk,Jakarta Barat,290818,3285,19 September 2021,109,Tidak Tercapai,96
Koja,Jakarta Utara,270619,3253,19 September 2021,106,Tidak Tercapai,11
Kebayoran Lama,Jakarta Selatan,266485,3018,19 September 2021,6,Tidak Tercapai,1
Jatinegara,Jakarta Timur,262190,3010,19 September 2021,39,Tidak Tercapai,138
Kramat Jati,Jakarta Timur,252661,2939,19 September 2021,4,Tidak Tercapai,59
Pasar Minggu,Jakarta Selatan,266638,2937,19 September 2021,173,Tidak Tercapai,14
Penjaringan,Jakarta Utara,259380,2860,19 September 2021,115,Tidak Tercapai,414
